sexo Idade REG Q1 Q2 Q3 Ramo_atividade Ocupação UF Q402 Q403 Q404 Q405 Q406 Q407 Q501 Q502 Q7 Q8 Q12P1A Q12P2A Q12P2B Q18 Q21 Q22A P1 P8 P9 P1001 P1002 P1003 P1004 P1101 P1102 P1103 P1104 P1105 P12 P24 P25 P26 P29 P30 D4 D12A Q13B2 Q13B2A Q10A Q10B Q11 Q12P1B Q13A Q13B Q22B Q22C Q22D P1A D51 D52 Q1501 Q1502 Q1503 Q1504 Q1505 Q1506 Q1507 Q1508 Q1509 Q1510 Q1511 Q1512 Q1513 Q1514 Q1515 Q1516 Q1517 Q1518 Q1519 Q1520 Q1521 Q1522 Q1523 Q1524 Q1525 Q1526 Escolaridade Q14A Q14B P201 P203 P204 P205 P207 P208 P209 P210 P211 P212 P213 P216 P217 P215 P202 P206 P214 P18 Q1601 Q1602 Q1603 Q1604 Q1605 Q1606 Q1607 Q1608 Q1609 Q1610 Q1611 Q1612 Q1613 Q1614 Q1615 Q1616 Q1617 Q1618 Q1619 Q1620 Q1621 P301 P302 P304 P305 P308 P309 P310 P311 P312 P303 P307 P306 P401 P402 P403 P404 P405 P406 P407 P408 P409 P410 P411 P412 P5 P601 P602 P603 P604 P605 P606 P607 P608 P609 P610 P611 P612 P613 P614 P615 P616 P27 D11 D10 D9Renda D7 seq Patterns FreqPatterns initial_gik1 initial_gik2 initial_gik3 final_gik1 final_gik2 final_gik3
1 5 1 4 4 5 2 3 3 1 5 1 1 1 1 1 5 4 4 1 1 1 6 5 2 1 2 2 1 5 5 5 1 1 1 1 1 4 2 8 4 2 2 3 3 1 2 2 28 5 5 1 2 2 32 6 22 2 2 6 12 12 12 12 6 12 6 12 12 12 12 12 12 12 1 12 6 12 12 12 6 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 6 1 1 6 6 1 6 1 1 6 6 6 1 1 1 1 6 1 1 6 1 3 3 6 6 6 6 6 6 6 6 6 6 4 4 4 4 4 4 4 4 4 4 4 4 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 5 11 2 3 21 15144523315111115441116521221555111114284223312228551223262222612121212612612121212121212112612121261212121175522222222222222222161166161166611116116133666666666644444444444421111111111111111251123 1 0,3333 0,3333 0,3333 0,5679 0,3446 0,0875
1 6 1 3 3 1 4 3 3 2 2 5 2 2 1 2 2 1 2 1 1 2 8 4 2 1 1 1 4 5 1 1 1 1 4 5 1 1 2 1 10 2 1 1 3 1 1 2 28 3 9 1 1 2 32 6 4 2 2 1 3 4 12 4 3 3 3 12 12 12 12 3 1 1 7 3 3 12 3 12 12 12 12 5 11 3 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 3 1 1 3 1 3 6 3 12 1 4 12 12 3 12 12 1 1 1 3 1 2 2 6 2 6 2 2 2 2 2 6 2 1 3 1 3 3 3 3 3 1 1 3 3 1 6 4 4 1 1 6 3 3 6 1 3 5 3 3 2 3 2 2 3 3 3 22 161331433225221221211284211145111145112110211311228391123264221341243331212121231173312312121212511355222222222222222122311313631214121231212111312262622222621313333311331644116336135332322333 1 0,3333 0,3333 0,3333 0,1611 0,0905 0,7483
1 7 1 3 3 2 3 3 3 1 5 2 5 2 1 4 2 2 2 1 1 2 7 4 2 2 1 1 5 5 1 1 1 1 5 5 1 1 2 1 4 1 1 6 2 1 1 1 27 2 9 1 1 2 32 6 30 2 2 1 12 3 12 4 4 12 2 7 12 2 9 12 1 1 6 3 12 12 12 12 12 12 12 3 11 4 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 5 2 1 1 2 1 1 9 1 12 1 3 12 12 1 1 1 1 1 1 1 1 2 2 5 2 5 2 5 2 2 1 5 5 1 3 1 3 3 3 3 3 1 3 3 3 1 3 3 3 1 3 3 3 3 2 1 3 6 1 3 3 3 2 2 3 2 3 23 171332333152521422211274221155111155112141162111272911232630221123124412271229121163121212121212123114552222222222222221252112119112131212111111112252525221551313333313331333133332136133322323 1 0,3333 0,3333 0,3333 0,2801 0,0776 0,6423
2 2 1 2 3 3 10 4 3 2 5 2 5 1 4 5 4 1 4 1 1 2 9 4 2 1 1 1 5 1 1 2 2 1 1 5 1 2 1 5 1 2 1 1 2 1 1 2 28 3 9 1 1 2 32 6 22 2 2 1 3 4 12 2 4 12 1 12 12 4 8 3 3 3 12 6 12 12 6 12 5 3 12 12 3 5 4 4 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 5 1 1 1 2 10 10 3 2 1 12 1 9 2 12 12 2 1 12 2 2 2 2 7 5 5 1 2 6 2 2 6 2 3 3 3 3 2 2 3 3 1 3 4 3 1 4 2 2 7 3 3 11 7 10 5 4 6 6 4 3 2 7 2 5 1 16 24 2212331043252514541411294211151122115121512112112283911232622221341224121121248333126121261253121235442222222222221222215111210103211219212122112222275512622623333223313431422733117105466432725116 1 0,3333 0,3333 0,3333 0,0846 0,0452 0,8702
1 2 1 3 3 3 10 4 3 1 5 2 3 1 2 2 2 3 2 4 1 2 11 4 2 1 2 1 2 2 2 2 1 2 1 1 2 1 1 1 5 2 1 3 2 3 7 2 28 4 17 3 16 2 32 6 4 2 2 1 12 12 12 6 12 12 6 5 12 12 4 12 3 12 12 3 12 4 4 12 2 12 12 12 11 6 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 5 1 12 12 2 1 1 11 1 12 1 1 12 10 1 8 12 2 1 12 1 1 2 2 2 2 4 1 2 5 2 2 3 2 1 1 2 2 2 3 3 3 1 3 4 2 1 7 6 6 8 8 7 7 8 9 7 6 7 7 9 8 8 1 1 5 1 16 25 121333104315231222324121142121222212112111521323722841731623264221121212612126512124123121231244122121212116552222222222222221251121221111112111210181221121122224125223211222333134217668877897677988115116 1 0,3333 0,3333 0,3333 0,0997 0,1082 0,7921
2 3 1 4 4 5 10 4 3 1 4 5 5 1 5 4 4 4 5 1 1 2 6 5 2 2 2 3 4 2 4 4 4 1 4 5 2 1 2 2 4 2 2 1 2 1 2 2 28 4 9 1 2 2 32 6 30 2 2 1 12 3 12 6 12 12 3 12 12 12 4 12 4 7 12 12 12 5 4 12 6 12 12 12 11 7 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 5 4 12 12 3 4 12 9 3 12 5 12 12 12 12 5 12 12 5 12 12 6 2 1 2 2 4 4 4 6 2 2 4 4 2 2 2 2 3 3 3 3 2 2 4 2 2 4 6 5 4 5 6 4 5 7 5 4 5 4 5 3 6 14 2 5 1 14 26 231445104314551544451126522234244414521224221212228491223263022112312612123121212412471212125412612121211733222222222222222125412123412931251212121251212512126212244462244222233332242246545645754545361425114 1 0,3333 0,3333 0,3333 0 0,2862 0,7138
2 5 1 3 4 2 1 3 3 5 5 4 1 4 5 2 4 1 1 1 1 2 1 5 2 2 1 3 1 1 5 4 1 5 1 1 1 1 2 6 1 2 1 3 4 1 2 2 28 4 9 1 2 2 32 6 30 2 2 6 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 3 5 5 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 6 1 1 1 1 1 1 11 1 1 3 1 1 1 1 1 1 1 3 1 1 3 2 2 4 2 2 1 2 6 2 2 4 2 3 3 3 3 3 3 3 3 3 3 4 3 2 1 1 2 4 4 1 5 5 2 1 3 1 5 5 6 6 2 1 5 1 3 27 2513421335541452411112152213115415111126121341222849122326302261212121212121212121212121212121212121212121212121135522222212222222212611111111113111111131132242212622423333333333432112441552131556621513 1 0,3333 0,3333 0,3333 0,3237 0,5223 0,154
2 5 1 2 1 2 6 3 3 1 5 1 5 1 1 2 1 1 2 1 1 1 6 4 2 1 1 1 1 5 1 4 1 1 1 5 5 1 2 2 4 2 2 3 2 1 2 2 28 5 5 1 2 2 32 6 17 2 2 1 12 1 12 1 3 12 1 12 12 1 1 1 1 1 4 1 1 12 1 12 1 1 12 12 11 9 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 1 1 1 6 12 6 1 1 6 1 12 12 12 12 12 1 4 12 1 1 2 2 6 2 6 2 6 6 6 6 6 2 2 3 3 3 3 3 4 4 3 3 3 3 1 1 1 1 4 1 1 6 6 6 1 6 1 1 6 1 1 2 3 3 2 3 28 2512126331515112112111642111151411155122422321222855122326172211211213121121211111411121121112121195522222222222222222551116126116112121212121412112262626666622333334433331111411666161161123323 1 0,3333 0,3333 0,3333 0,6138 0,2295 0,1567
2 3 1 3 4 5 6 3 3 1 5 1 2 1 2 2 1 3 1 1 1 2 14 4 2 1 1 3 2 4 2 2 2 2 2 4 4 1 2 5 1 2 2 3 2 1 2 2 28 3 9 1 7 2 32 6 22 2 2 6 12 12 12 5 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 3 12 12 12 11 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 5 12 12 6 8 12 6 6 12 6 6 12 12 12 12 12 6 6 12 12 1 2 2 2 2 5 2 2 2 2 2 5 2 2 2 3 3 2 3 3 3 2 2 3 3 2 1 1 1 2 2 2 4 4 4 1 3 1 1 1 1 1 1 4 3 2 3 29 2313456331512122131112144211324222224412512232122283917232622226121212512121212121212121212121212121212312121211555222222222222222226512126812661266121212121266121212222522222522233233322332111222444131111114323 1 0,3333 0,3333 0,3333 0 0,6121 0,3879
2 6 1 4 4 2 4 3 3 1 5 1 5 2 1 5 4 1 2 1 1 1 1 5 2 2 1 2 1 5 1 2 2 1 1 5 5 1 2 6 1 1 1 3 1 1 2 1 4 5 5 1 2 2 32 6 30 2 2 9 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 12 12 12 12 9 12 12 12 12 10 12 12 12 12 12 12 12 9 12 12 12 1 1 5 5 6 5 5 6 2 5 5 5 1 1 3 3 3 3 3 4 4 4 4 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 3 2 3 30 261442433151521541211115221215122115512611131121455122326302291212121212121212121212121212121212121212121212121175522222222222222222412121212912121212101212121212121291212121155655625551133333444432111111111111111135323 1 0,3333 0,3333 0,3333 0 1 0
2 4 1 2 2 2 10 4 3 1 2 1 4 2 1 1 2 1 1 1 1 2 12 2 2 3 1 2 1 5 1 1 1 4 4 5 5 1 2 2 1 1 3 2 2 1 2 2 28 4 9 1 7 2 32 6 30 2 2 11 12 12 12 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 11 12 12 11 12 12 11 11 12 12 12 12 12 12 12 12 12 11 12 12 5 2 1 1 2 5 1 2 4 1 2 5 2 2 1 2 2 2 2 3 2 2 2 3 2 2 6 6 5 6 6 5 6 6 5 5 5 5 6 6 5 5 4 1 5 2 16 31 241222104312142112111121222312151114455122113221222849172326302211121212111212121212121212121212121212121212121212117552222222222222222261112121112121111121212121212121212111212521125124125221222232223226656656655556655415216 1 0,3333 0,3333 0,3333 0 0,6337 0,3663
2 7 1 4 2 2 10 4 3 2 4 4 2 2 2 4 1 1 1 1 1 1 11 5 2 2 2 1 4 2 2 4 4 1 1 1 4 1 2 1 1 2 2 3 2 1 2 2 28 5 16 1 15 2 32 6 30 2 2 3 1 4 1 2 1 1 1 1 1 1 1 1 5 1 1 1 1 1 1 1 1 1 1 1 1 9 5 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 6 1 1 1 6 1 1 6 1 5 1 1 1 1 1 1 1 3 1 6 1 6 1 5 6 6 1 6 6 1 1 6 5 4 3 1 3 3 3 3 3 3 3 4 3 2 1 1 1 6 6 1 5 6 9 1 1 5 1 1 1 4 13 2 5 3 13 32 27142210432442224111111115222142244111412112232122285161152326302231412111111115111111111111951222222222222222225611161161511111113161615661661165431333333343211166156911511141325313 1 0,3333 0,3333 0,3333 0,8125 0 0,1875
1 2 1 4 4 2 3 3 3 1 5 4 5 4 1 1 4 1 5 1 1 2 6 5 2 1 2 2 1 4 2 5 2 2 1 2 4 1 2 2 4 2 2 3 2 3 7 2 28 4 9 3 16 2 32 6 4 2 2 6 12 12 12 6 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 7 5 5 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 1 12 12 12 12 12 12 11 12 12 4 12 12 6 12 12 12 4 1 12 12 1 5 1 5 2 5 1 2 2 2 2 5 2 3 1 1 3 3 3 4 4 3 3 3 3 2 1 1 1 1 3 1 1 1 3 1 3 1 1 1 1 1 1 2 5 3 3 33 121442333154541141511265212214252212412242232372284931623264226121212612121212121212121212121212121212121212121175522212222222222212112121212121211121241212612121241121215152512222523113334433332111131113131111112533 1 0,3333 0,3333 0,3333 0 0,8531 0,1469
2 4 1 3 3 3 6 1 3 1 4 1 1 1 1 2 1 3 5 1 1 2 2 4 2 2 3 1 1 1 1 1 1 3 1 2 4 1 1 2 1 2 2 3 2 1 2 2 28 5 9 1 2 2 32 6 30 2 2 1 5 6 5 4 4 5 11 1 4 5 6 6 3 1 6 6 5 5 1 1 6 5 4 5 1 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 4 5 6 7 11 5 2 1 1 3 1 5 1 1 1 1 5 4 1 1 1 1 1 2 2 2 2 2 1 2 1 1 1 3 1 1 1 3 3 3 1 3 2 1 9 6 6 9 7 5 7 6 6 6 5 7 6 7 7 6 4 3 3 3 3 34 2413336131411112135112242231111113124112122321222859122326302215654451114566316655116545175522222222222222222245456711521131511115411111222221211131113331321966975766657677643333 1 0,3333 0,3333 0,3333 0,1874 0 0,8126
1 3 1 4 4 2 4 3 3 1 5 1 5 1 1 1 1 1 1 1 1 4 6 5 2 1 4 3 1 5 5 1 1 5 1 5 5 1 2 2 1 2 2 1 3 1 6 2 28 3 14 1 15 2 32 6 4 2 2 6 12 12 12 6 12 12 3 12 12 12 12 12 12 12 12 6 12 12 12 12 12 6 12 12 11 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 12 12 1 1 12 1 12 12 1 1 12 12 12 12 12 1 1 12 12 1 1 1 6 6 6 6 6 6 2 6 6 6 4 4 4 4 4 4 4 4 4 4 4 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 5 2 3 5 35 131442433151511111111465214315511515512212213162283141152326422612121261212312121212121212126121212121261212115552222222222222222211121211121121211121212121211121211166666626664444444444432111111111111111125235 1 0,3333 0,3333 0,3333 0,3551 0,6442 0,0006
1 2 1 3 4 5 10 4 3 4 4 2 2 4 4 4 2 4 3 1 1 2 6 4 2 2 1 3 4 4 2 4 3 2 2 2 4 4 2 2 2 2 2 2 4 8 7 2 28 5 9 1 15 2 32 6 30 2 2 5 6 6 5 6 5 6 6 1 5 6 2 3 4 10 4 7 6 6 3 2 3 6 3 3 3 7 5 5 1 1 2 2 1 2 1 1 2 2 1 1 1 1 1 1 2 2 6 3 6 5 9 5 5 4 6 6 3 10 4 6 1 5 4 5 6 9 6 1 1 6 6 2 6 2 1 2 6 2 1 1 1 4 4 4 3 4 4 4 4 1 4 2 11 5 3 6 6 2 11 11 9 2 5 5 11 11 11 11 3 2 5 7 3 36 1213451043442244424311264221344243222442222224872285911523263022566565661562341047663236333755112212112211111122636595546631046154569611662621262111444344441421153662111192551111111132573 1 0,3333 0,3333 0,3333 0,0753 0,1852 0,7395
2 4 1 4 4 5 10 4 3 5 3 3 5 3 5 2 3 4 5 1 1 2 3 5 2 2 1 2 1 5 5 5 1 2 1 2 1 1 2 3 1 2 2 3 3 1 4 2 28 5 8 1 15 2 32 6 30 2 2 3 5 2 1 1 1 1 1 2 1 2 1 1 1 1 3 2 1 2 2 2 2 1 4 1 1 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 1 11 6 7 1 1 11 4 1 6 1 5 1 1 1 1 2 1 3 1 6 6 6 6 6 6 6 4 6 4 4 1 4 4 4 4 4 4 4 4 4 4 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 8 14 37 2414451043533535234511235221215551212112312233142285811523263022352111112121111321222214113222222222222222222221211116711114161511112131666666646441444444444421111111111111111135814 1 0,3333 0,3333 0,3333 0,9037 0 0,0963
1 4 1 2 1 4 7 1 3 4 2 1 2 1 1 1 1 1 1 1 1 1 2 5 2 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 2 2 2 1 5 1 6 1 6 5 11 1 15 2 32 6 4 2 2 1 3 2 2 3 6 2 3 3 2 2 5 2 2 1 3 3 4 4 3 3 2 4 2 2 2 7 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 1 1 1 1 6 6 1 1 3 2 1 2 2 2 1 1 1 3 1 2 3 1 1 2 6 6 3 3 2 6 2 2 4 3 1 3 2 4 4 3 4 4 3 3 4 3 2 4 3 1 3 3 3 2 2 3 1 2 2 2 2 2 2 4 2 3 2 2 38 14121471342121111111112521111112111111212221516165111152326422132236233225221334433242227112222222222221221211116611321222111312311266332622431324434433432431333223122222242322 1 0,3333 0,3333 0,3333 0,4307 0 0,5693
2 2 1 3 3 3 10 4 3 5 4 1 3 3 1 3 3 1 1 1 1 2 7 5 2 1 1 1 1 3 3 3 1 3 3 3 5 1 2 2 1 1 1 3 1 1 2 1 8 3 9 1 2 2 32 6 4 2 2 1 1 1 1 1 1 1 1 3 1 1 9 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 4 3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 1 1 1 3 1 1 9 6 1 1 1 1 6 1 1 1 1 3 1 1 1 2 2 2 2 6 3 4 3 2 2 6 4 1 2 3 4 4 3 4 4 4 4 4 2 2 6 1 1 1 1 1 6 6 1 1 1 1 6 3 1 1 4 4 3 9 14 39 22133310435413313311112752111133313335122111311218391223264221111111131191111111111111174312222222222222222411131196111161111311122226343226412344344444226111116611116311443914 1 0,3333 0,3333 0,3333 0,874 0 0,126
2 4 1 3 3 3 6 2 3 3 4 2 1 2 2 5 5 3 3 1 1 2 1 4 2 1 2 2 5 3 3 3 3 2 1 4 4 1 2 5 1 2 2 6 2 1 2 2 28 3 9 1 2 2 32 6 4 2 2 1 6 2 1 7 5 4 5 5 2 7 6 5 5 5 1 6 2 4 7 2 6 5 4 3 3 8 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 4 4 3 1 1 4 11 6 4 1 1 4 4 2 2 2 4 1 3 2 1 1 1 2 2 2 2 2 2 2 2 3 3 1 3 3 3 3 2 4 3 2 3 3 3 1 6 4 6 4 7 1 4 4 6 6 6 1 1 4 4 7 1 4 3 3 3 40 24133362334212255331121421225333321441251226212228391223264221621754552765551624726543385522222222222222212244311411641144222413211122222222331333324323331646471446661144714333 1 0,3333 0,3333 0,3333 0,1463 0 0,8537
1 2 1 4 4 5 10 4 3 4 4 2 5 3 5 5 1 1 5 1 1 1 1 5 1 2 2 2 1 1 2 5 5 2 5 5 5 1 1 4 3 1 1 1 6 1 2 2 28 5 5 1 2 5 4 1 30 2 2 11 1 1 1 1 1 1 11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 11 1 1 11 1 1 1 1 1 11 1 1 1 1 1 1 1 6 1 1 1 3 1 6 6 4 3 3 3 3 2 6 6 3 1 1 3 4 3 4 4 4 4 3 4 2 11 1 1 1 6 1 6 6 1 5 1 6 1 1 1 5 8 4 3 2 3 41 12144510434425355115111151222112552555114311161222855125413022111111111111111111111111111172422222222222222222411111111111111111111611131664333326631134344443421111161661516111584323 1 0,3333 0,3333 0,3333 1 0 0
2 7 1 4 4 5 10 4 3 3 5 5 3 1 5 3 5 2 5 1 1 1 1 5 2 2 2 1 1 5 3 2 5 2 5 1 3 1 2 3 1 1 1 6 3 1 2 2 28 5 5 1 2 2 32 6 30 2 2 11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 8 1 1 1 11 9 1 1 1 1 1 1 6 2 1 8 1 6 1 1 1 2 1 6 6 6 3 6 6 6 4 6 6 3 1 3 4 4 4 4 4 3 4 4 4 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 5 4 14 42 271445104335531535251111522211532525131231116312228551223263022111111111111111111111111111211222222222222222225811111911111162181611121666366646631344444344421111111111111111425414 1 0,3333 0,3333 0,3333 1 0 0
1 5 1 3 1 1 1 3 3 1 2 1 1 1 1 1 4 1 5 1 1 2 11 5 1 1 3 1 1 1 2 1 1 1 1 1 5 1 1 5 1 2 2 3 2 4 7 1 27 5 9 4 16 5 8 1 4 2 2 1 2 3 12 2 12 12 12 12 12 12 6 12 2 12 2 12 1 12 12 12 12 2 1 12 10 5 2 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 1 12 12 2 1 12 11 1 2 1 1 12 12 12 12 12 1 1 1 1 1 1 1 6 3 5 1 2 6 2 1 3 1 1 1 1 4 3 3 1 4 1 1 3 1 1 6 5 6 5 9 7 10 9 9 1 1 3 3 4 4 11 8 3 3 2 3 43 15131113312111114151121151131112111115115122324712759416581422123122121212121212612212212112121212211210525222222222222222225112122112111211121212121211111116351262131111433141131165659710991133441183323 1 0,3333 0,3333 0,3333 0,3064 0,2953 0,3982
1 6 1 4 3 5 10 4 3 1 1 1 1 1 1 1 1 1 1 1 1 1 11 4 2 1 4 3 1 1 1 1 1 1 1 1 1 1 1 3 9 1 1 6 1 1 6 1 27 3 5 8 16 2 32 6 21 2 2 8 3 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 1 5 3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2 1 12 12 12 12 12 12 6 12 12 11 12 12 12 12 12 12 12 1 12 12 1 2 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 5 5 3 1 1 1 1 3 6 6 12 11 11 6 6 6 12 11 11 11 11 11 11 11 4 3 3 8 15 44 16143510431111111111111114214311111111111391161161273581623262122831212121212121212121212121212121212121212121212111532222122222222221211212121212126121211121212121212121121212112222222221111155311113661211116661211111111111111433815 1 0,3333 0,3333 0,3333 0 0,972 0,028
2 4 1 3 3 3 1 3 3 4 1 1 1 1 4 4 1 1 1 1 1 1 1 4 2 1 4 2 4 1 1 1 2 2 5 1 4 1 2 2 1 1 1 2 2 1 2 2 28 4 5 1 2 2 32 6 27 2 2 6 7 5 3 7 5 5 4 5 5 3 5 4 6 6 3 5 6 5 7 5 7 4 3 6 4 6 5 5 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 2 2 1 3 6 12 6 1 6 1 7 4 11 5 5 12 5 6 3 4 11 4 6 3 2 3 2 2 3 4 4 2 3 2 6 3 1 2 3 3 3 3 2 3 3 3 1 2 1 5 6 8 7 6 5 7 6 5 5 5 6 4 5 4 6 2 2 3 1 3 45 241333133411114411111114214241112251412211122122284512232627226753755455354663565757436465522222212222221222136126161741155125634114632322344232631233332333121568765765556454622313 1 0,3333 0,3333 0,3333 0 0,0475 0,9525
1 2 1 2 3 5 7 1 3 1 5 2 2 1 1 1 1 2 1 1 1 2 11 4 2 2 3 2 2 2 2 2 1 2 1 5 4 2 2 5 1 1 1 2 2 3 7 2 28 3 9 3 16 2 32 6 30 2 2 6 1 6 2 6 1 12 6 12 1 1 6 1 12 12 1 6 1 12 6 12 12 6 1 12 6 6 5 5 2 2 2 2 1 2 1 2 2 2 2 2 2 2 2 2 2 1 6 12 12 6 6 6 11 6 12 11 6 12 6 12 12 12 6 11 12 6 6 2 1 3 1 2 1 1 2 2 1 2 1 3 1 1 1 3 3 3 3 1 1 3 3 1 6 1 6 6 6 6 11 11 11 6 6 6 6 6 6 6 4 3 5 3 1 46 12123571315221111211121142232222212154225111223722839316232630226162611261211611212161126121261126655222212122222222221612126661161211612612121261112662131211221213111333311331616666111111666666643531 1 0,3333 0,3333 0,3333 0,1552 0,235 0,6098
2 3 1 3 2 2 7 1 3 1 2 2 2 1 1 1 1 1 1 1 1 4 11 4 2 2 1 1 1 1 2 1 2 1 1 5 5 1 1 2 1 1 1 3 2 5 7 2 28 3 6 1 7 2 32 6 30 2 2 1 4 5 12 12 12 12 4 12 12 3 1 12 1 1 12 12 4 12 12 12 4 2 12 12 11 7 5 5 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 8 12 12 4 5 7 6 7 12 6 4 12 12 12 12 12 4 7 12 12 1 2 2 2 2 2 2 2 2 1 2 6 2 3 1 3 3 3 3 3 4 3 3 3 3 1 2 4 8 11 9 1 9 8 11 2 4 7 8 5 6 4 4 2 5 2 1 47 231322713122211111111411422111121211551121113257228361723263022145121212124121231121112124121212421212117552222221222222222228121245767126412121212124712121222222221262313333343333124811919811247856442521 1 0,3333 0,3333 0,3333 0,0626 0,2967 0,6407
2 5 1 4 3 4 10 4 3 2 4 5 7 4 7 7 4 6 6 1 1 6 12 4 2 2 3 3 1 1 6 6 1 2 6 5 6 2 1 1 7 1 2 3 2 1 6 4 28 5 16 1 15 2 32 6 30 2 2 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 1 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 12 12 12 11 12 12 12 12 12 12 12 12 12 12 12 12 12 11 12 12 12 1 1 7 7 7 7 7 7 7 7 7 7 1 3 1 5 5 3 4 5 3 5 4 4 3 12 6 6 6 6 6 6 5 4 2 2 2 2 11 11 3 10 2 3 1 14 48 2514341043245747746611612422331166126562117123216428516115232630221212121212121212121212121212121212121212121212121211155222222222222222225121212111212121212121212121212121211121212117777777777131553453544312666666542222111131023114 1 0,3333 0,3333 0,3333 0 1 0
2 2 1 4 3 1 8 1 3 1 4 1 1 2 1 5 1 1 1 1 1 2 11 2 2 2 4 3 1 5 2 1 2 1 1 5 4 1 1 5 1 1 1 1 2 1 6 2 28 3 5 1 15 2 32 6 30 2 2 1 12 1 12 11 1 12 7 12 12 11 12 12 12 12 12 11 12 12 12 12 1 11 12 12 11 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 8 12 12 5 7 8 6 9 12 6 6 12 12 12 12 12 5 1 12 12 1 1 1 2 2 2 2 2 2 1 2 2 2 3 1 3 3 3 3 3 3 3 3 3 1 2 8 6 7 8 7 5 7 6 9 2 11 9 6 5 5 6 4 2 3 2 2 49 221431813141121511111211222431521211541151111216228351152326302211211211112712121112121212121112121212111121211555222222222222222226812125786912661212121212511212111222222122231333333333128678757692119655642322 1 0,3333 0,3333 0,3333 0,0583 0,5163 0,4254
